        49,     12000,  1531, -7259,  4676, -1211, -4067,  5951, -2633, -1113,1,0
        50,     12250,  1829, -7542,  4433, -1211, -4557,  5986, -2185, -1113,1,0
        51,     12500,  2132, -7791,  4148, -1211, -5033,  5980, -1710, -1113,1,0
        52,     12750,  2439, -8003,  3822, -1211, -5492,  5924, -1201, -1113,1,0
        53,     13000,  2746, -8176,  3455, -1211, -5929,  5824,  -667, -1113,1,0
        54,     13250,  3052, -8308,  3050, -1211, -6340,  5678,  -112, -1113,1,0
        55,     13500,  3354, -8395,  2608, -1211, -6721,  5481,   466, -1113,1,0
        56,     13750,  3651, -8436,  2131, -1211, -7068,  5239,  1057, -1113,1,0
        57,     14000,  3939, -8430,  1621, -1211, -7379,  4950,  1659, -1113,1,0
        58,     14250,  4217, -8374,  1082, -1211, -7648,  4611,  2272, -1113,1,0
        59,     14500,  4481, -8268,   516, -1211, -7874,  4231,  2885, -1113,1,0
        60,     14750,  4731, -8112,   -74, -1211, -8052,  3805,  3499, -1113,1,0
        61,     15000,  4963, -7904,  -683, -1211, -8182,  3337,  4107, -1113,1,0
        62,     15250,  5176, -7645, -1309, -1211, -8259,  2831,  4703, -1113,1,0
        63,     15500,  5367, -7336, -1946, -1211, -8283,  2286,  5286, -1113,1,0
        64,     15750,  5535, -6976, -2592, -1211, -8251,  1708,  5848, -1113,1,0
        65,     16000,  5677, -6568, -3241, -1211, -8163,  1100,  6385, -1113,1,0
        66,     16250,  5793, -6114, -3889, -1211, -8018,   464,  6896, -1113,1,0
        67,     16500,  5880, -5614, -4533, -1211, -7815,  -195,  7372, -1113,1,0
        68,     16750,  5938, -5071, -5166, -1211, -7553,  -873,  7811, -1113,1,0
        69,     17000,  5965, -4489, -5784, -1211, -7235, -1567,  8210, -1113,1,0
        70,     17250,  5960, -3870, -6384, -1211, -6860, -2270,  8562, -1113,1,0
        71,     17500,  5923, -3218, -6959, -1211, -6430, -2978,  8866, -1113,1,0
        72,     17750,  5853, -2535, -7507, -1211, -5946, -3689,  9119, -1113,1,0
        73,     18000,  5749, -1827, -8022, -1211, -5411, -4394,  9315, -1113,1,0
        74,     18250,  5613, -1098, -8500, -1211, -4827, -5090,  9455, -1113,1,0
        75,     18500,  5444,  -351, -8937, -1211, -4197, -5772,  9535, -1113,1,0
        76,     18750,  5242,   408, -9330, -1211, -3525, -6434,  9553, -1113,1,0
        77,     19000,  5008,  1174, -9675, -1211, -2814, -7072,  9508, -1113,1,0
        78,     19250,  4744,  1943, -9967, -1211, -2068, -7681,  9398, -1113,1,0
        79,     19500,  4449,  2709,-10206, -1211, -1292, -8256,  9223, -1113,1,0
        80,     19750,  4127,  3467,-10386, -1211,  -490, -8792,  8984, -1113,1,0
        81,     20000,  3777,  4212,-10508, -1211,   332, -9285,  8680, -1113,1,0
        82,     20250,  3402,  4939,-10567, -1211,  1170, -9730,  8312, -1113,1,0
        83,     20500,  3005,  5642,-10564, -1211,  2018,-10125,  7881, -1113,1,0
        84,     20750,  2587,  6317,-10496, -1211,  2871,-10463,  7389, -1113,1,0
        85,     21000,  2150,  6957,-10363, -1211,  3722,-10744,  6838, -1113,1,0
        86,     21250,  1698,  7560,-10164, -1211,  4567,-10963,  6230, -1113,1,0
        87,     21500,  1232,  8119, -9900, -1211,  5399,-11118,  5569, -1113,1,0
        88,     21750,   757,  8630, -9572, -1211,  6212,-11206,  4859, -1113,1,0
        89,     22000,   274,  9089, -9180, -1211,  7001,-11226,  4102, -1113,1,0
        90,     22250,  -213,  9492, -8725, -1211,  7760,-11177,  3304, -1113,1,0
        91,     22500,  -701,  9836, -8211, -1211,  8483,-11057,  2468, -1113,1,0
        92,     22750, -1187, 10117, -7638, -1211,  9165,-10866,  1600, -1113,1,0
        93,     23000, -1668, 10332, -7011, -1211,  9801,-10605,   705, -1113,1,0
        94,     23250, -2139, 10479, -6332, -1211, 10385,-10272,  -211, -1113,1,0
        95,     23500, -2599, 10556, -5604, -1211, 10913, -9871, -1144, -1113,1,0
        96,     23750, -3044, 10561, -4832, -1211, 11380, -9402, -2086, -1113,1,0
        97,     24000, -3471, 10493, -4021, -1211, 11782, -8866, -3033, -1113,1,0
        98,     24250, -3876, 10351, -3174, -1211, 12116, -8267, -3977, -1113,1,0
        99,     24500, -4257, 10135, -2297, -1211, 12379, -7608, -4912, -1113,1,0
       100,     24750, -4610,  9845, -1395, -1211, 12566, -6892, -5833, -1113,1,0
       101,     25000, -4934,  9483,  -474, -1211, 12677, -6122, -6732, -1113,1,0
       102,     25250, -5225,  9049,   460, -1211, 12708, -5303, -7604, -1113,1,0
       103,     25500, -5481,  8545,  1403, -1211, 12660, -4440, -8443, -1113,1,0
       104,     25750, -5701,  7973,  2347, -1211, 12529, -3537, -9241, -1113,1,0
       105,     26000, -5881,  7336,  3286, -1211, 12318, -2600, -9995, -1113,1,0
       106,     26250, -6021,  6638,  4215, -1211, 12024, -1635,-10697, -1113,1,0
       107,     26500, -6118,  5882,  5128, -1211, 11650,  -647,-11343, -1113,1,0
       108,     26750, -6172,  5073,  6017, -1211, 11197,   358,-11928, -1113,1,0
       109,     27000, -6181,  4213,  6877, -1211, 10665,  1373,-12447, -1113,1,0
       110,     27250, -6146,  3310,  7702, -1211, 10059,  2391,-12895, -1113,1,0
       111,     27500, -6065,  2367,  8487, -1211,  9380,  3407,-13269, -1113,1,0
       112,     27750, -5939,  1390,  9225, -1211,  8632,  4414,-13566, -1113,1,0
       113,     28000, -5767,   386,  9911, -1211,  7819,  5403,-13781, -1113,1,0
       114,     28250, -5550,  -640, 10540, -1211,  6945,  6371,-13914, -1113,1,0
       115,     28500, -5290, -1681, 11108, -1211,  6016,  7309,-13962, -1113,1,0
       116,     28750, -4987, -2731, 11609, -1211,  5036,  8211,-13922, -1113,1,0
       117,     29000, -4642, -3783, 12040, -1211,  4012,  9071,-13796, -1113,1,0
       118,     29250, -4257, -4830, 12397, -1211,  2948,  9883,-13582, -1113,1,0
       119,     29500, -3835, -5866, 12677, -1211,  1852, 10640,-13280, -1113,1,0
       120,     29750, -3377, -6884, 12877, -1211,   731, 11338,-12892, -1113,1,0
       121,     30000, -2887, -7876, 12995, -1211,  -410, 11971,-12419, -1113,1,0
       122,     30250, -2366, -8837, 13028, -1211, -1561, 12535,-11862, -1113,1,0
       123,     30500, -1817, -9760, 12977, -1211, -2718, 13024,-11225, -1113,1,0
       124,     30750, -1245,-10638, 12840, -1211, -3871, 13435,-10510, -1113,1,0
       125,     31000,  -652,-11465, 12617, -1211, -5014, 13763, -9722, -1113,1,0
       126,     31250,   -42,-12236, 12309, -1211, -6139, 14007, -8864, -1113,1,0
       127,     31500,   582,-12944, 11916, -1211, -7238, 14164, -7942, -1113,1,0
       128,     31750,  1215,-13585, 11440, -1211, -8305, 14231, -6959, -1113,1,0
       129,     32000,  1853,-14154, 10883, -1211, -9332, 14207, -5923, -1113,1,0
       130,     32250,  2494,-14646, 10248, -1211,-10312, 14091, -4838, -1113,1,0
       131,     32500,  3132,-15058,  9538, -1211,-11238, 13883, -3713, -1113,1,0
       132,     32750,  3763,-15385,  8756, -1211,-12103, 13584, -2552, -1113,1,0
       133,     33000,  4384,-15624,  7908, -1211,-12902, 13193, -1363, -1113,1,0
       134,     33250,  4990,-15775,  6997, -1211,-13629, 12713,  -154, -1113,1,0
       135,     33500,  5578,-15833,  6029, -1211,-14278, 12146,  1068, -1113,1,0
       136,     33750,  6142,-15799,  5009, -1211,-14844, 11494,  2295, -1113,1,0
       137,     34000,  6681,-15671,  3944, -1211,-15323, 10761,  3519, -1113,1,0
       138,     34250,  7189,-15449,  2839, -1211,-15711,  9951,  4734, -1113,1,0
       139,     34500,  7663,-15134,  1701, -1211,-16004,  9068,  5930, -1113,1,0
       140,     34750,  8101,-14726,   537, -1211,-16200,  8116,  7099, -1113,1,0
       141,     35000,  8498,-14228,  -646, -1211,-16296,  7102,  8236, -1113,1,0
       142,     35250,  8852,-13642, -1840, -1211,-16291,  6031,  9331, -1113,1,0
       143,     35500,  9161,-12970, -3038, -1211,-16183,  4909, 10377, -1113,1,0
       144,     35750,  9421,-12216, -4232, -1211,-15973,  3743, 11367, -1113,1,0
       145,     36000,  9631,-11384, -5416, -1211,-15661,  2540, 12294, -1113,1,0
       146,     36250,  9789,-10478, -6581, -1211,-15247,  1308, 13152, -1113,1,0
       147,     36500,  9893, -9504, -7719, -1211,-14734,    53, 13935, -1113,1,0
       148,     36750,  9943, -8467, -8824, -1211,-14123, -1216, 14637, -1113,1,0
       149,     37000,  9937, -7373, -9888, -1211,-13419, -2492, 15253, -1113,1,0
       150,     37250,  9876, -6229,-10904, -1211,-12623, -3766, 15777, -1113,1,0
       151,     37500,  9758, -5040,-11865, -1211,-11742, -5030, 16207, -1113,1,0
       152,     37750,  9584, -3815,-12765, -1211,-10778, -6277, 16538, -1113,1,0
       153,     38000,  9355, -2561,-13596, -1211, -9738, -7497, 16767, -1113,1,0
       154,     38250,  9072, -1285,-14355, -1211, -8628, -8684, 16892, -1113,1,0
       155,     38500,  8736,     5,-15034, -1211, -7454, -9829, 16911, -1113,1,0
       156,     38750,  8348,  1300,-15630, -1211, -6223,-10925, 16823, -1113,1,0
       157,     39000,  7911,  2593,-16137, -1211, -4943,-11964, 16629, -1113,1,0
       158,     39250,  7428,  3876,-16551, -1211, -3620,-12940, 16327, -1113,1,0
       159,     39500,  6900,  5140,-16870, -1211, -2263,-13845, 15919, -1113,1,0
       160,     39750,  6330,  6377,-17091, -1211,  -880,-14673, 15407, -1113,1,0
       161,     40000,  5723,  7579,-17211, -1211,   520,-15418, 14794, -1113,1,0
       162,     40250,  5081,  8738,-17229, -1211,  1928,-16076, 14081, -1113,1,0
       163,     40500,  4409,  9847,-17143, -1211,  3336,-16641, 13274, -1113,1,0
       164,     40750,  3709, 10899,-16954, -1211,  4735,-17108, 12375, -1113,1,0
       165,     41000,  2987, 11885,-16663, -1211,  6116,-17474, 11391, -1113,1,0
       166,     41250,  2247, 12801,-16269, -1211,  7470,-17737, 10327, -1113,1,0
       167,     41500,  1493, 13638,-15774, -1211,  8788,-17893,  9188, -1113,1,0
       168,     41750,   730, 14392,-15182, -1211, 10061,-17940,  7981, -1113,1,0
       169,     42000,   -37, 15056,-14495, -1211, 11282,-17878,  6714, -1113,1,0
       170,     42250,  -804, 15627,-13717, -1211, 12442,-17705,  5394, -1113,1,0
       171,     42500, -1566, 16100,-12851, -1211, 13534,-17423,  4029, -1113,1,0
       172,     42750, -2317, 16470,-11903, -1211, 14549,-17032,  2627, -1113,1,0
       173,     43000, -3054, 16736,-10878, -1211, 15482,-16534,  1197, -1113,1,0
       174,     43250, -3771, 16895, -9782, -1211, 16325,-15932,  -253, -1113,1,0
       175,     43500, -4464, 16944, -8621, -1211, 17073,-15227, -1713, -1113,1,0
       176,     43750, -5128, 16883, -7402, -1211, 17719,-14424, -3175, -1113,1,0
       177,     44000, -5758, 16712, -6133, -1211, 18260,-13527, -4629, -1113,1,0
       178,     44250, -6352, 16430, -4820, -1211, 18692,-12542, -6066, -1113,1,0
       179,     44500, -6904, 16039, -3473, -1211, 19010,-11473, -7476, -1113,1,0
       180,     44750, -7411, 15541, -2098, -1211, 19211,-10328, -8852, -1113,1,0
       181,     45000, -7869, 14937,  -705, -1211, 19295, -9111,-10183, -1113,1,0
       182,     45250, -8275, 14231,   697, -1211, 19259, -7832,-11462, -1113,1,0
       183,     45500, -8627, 13427,  2101, -1211, 19103, -6497,-12679, -1113,1,0
       184,     45750, -8922, 12529,  3497, -1211, 18827, -5114,-13828, -1113,1,0
       185,     46000, -9157, 11542,  4877, -1211, 18432, -3691,-14899, -1113,1,0
       186,     46250, -9331, 10472,  6231, -1211, 17919, -2238,-15886, -1113,1,0
       187,     46500, -9442,  9324,  7551, -1211, 17292,  -764,-16782, -1113,1,0
       188,     46750, -9488,  8106,  8829, -1211, 16552,   724,-17581, -1113,1,0
       189,     47000, -9471,  6825, 10056, -1211, 15705,  2214,-18277, -1113,1,0
       190,     47250, -9388,  5488, 11225, -1211, 14755,  3699,-18865, -1113,1,0
       191,     47500, -9241,  4103, 12327, -1211, 13707,  5168,-19341, -1113,1,0
       192,     47750, -9029,  2679, 13355, -1211, 12566,  6613,-19701, -1113,1,0
       193,     48000, -8754,  1224, 14303, -1211, 11341,  8024,-19943, -1113,1,0
       194,     48250, -8417,  -252, 15163, -1211, 10036,  9392,-20062, -1113,1,0
       195,     48500, -8019, -1741, 15931, -1211,  8662, 10708,-20060, -1113,1,0
       196,     48750, -7563, -3233, 16600, -1211,  7225, 11964,-19933, -1113,1,0
       197,     49000, -7052, -4719, 17167, -1211,  5734, 13152,-19684, -1113,1,0
       198,     49250, -6488, -6190, 17626, -1211,  4198, 14263,-19312, -1113,1,0
       199,     49500, -5874, -7636, 17974, -1211,  2627, 15290,-18818, -1113,1,0
       200,     49750, -5214, -9048, 18208, -1211,  1030, 16226,-18206, -1113,1,0
       201,     50000, -4512,-10418, 18327, -1211,  -583, 17065,-17479, -1113,1,0
       202,     50250, -3771,-11736, 18328, -1211, -2201, 17801,-16640, -1113,1,0
       203,     50500, -2997,-12993, 18212, -1211, -3816, 18429,-15694, -1113,1,0
       204,     50750, -2194,-14183, 17978, -1211, -5416, 18944,-14646, -1113,1,0
       205,     51000, -1367,-15296, 17627, -1211, -6992, 19343,-13502, -1113,1,0
       206,     51250,  -521,-16325, 17160, -1211, -8534, 19621,-12270, -1113,1,0
       207,     51500,   339,-17264, 16580, -1211,-10031, 19778,-10955, -1113,1,0
       208,     51750,  1208,-18106, 15890, -1211,-11474, 19810, -9566, -1113,1,0
       209,     52000,  2080,-18845, 15093, -1211,-12855, 19718, -8111, -1113,1,0
       210,     52250,  2950,-19477, 14195, -1211,-14163, 19501, -6599, -1113,1,0
       211,     52500,  3812,-19996, 13199, -1211,-15390, 19159, -5039, -1113,1,0
       212,     52750,  4661,-20399, 12112, -1211,-16529, 18695, -3440, -1113,1,0
       213,     53000,  5492,-20683, 10940, -1211,-17571, 18110, -1813, -1113,1,0
       214,     53250,  6299,-20845,  9689, -1211,-18509, 17408,  -167, -1113,1,0
       215,     53500,  7078,-20883,  8368, -1211,-19338, 16592,  1487, -1113,1,0
       216,     53750,  7822,-20797,  6984, -1211,-20051, 15666,  3140, -1113,1,0
       217,     54000,  8528,-20587,  5545, -1211,-20643, 14637,  4781, -1113,1,0
       218,     54250,  9191,-20253,  4060, -1211,-21110, 13509,  6399, -1113,1,0
       219,     54500,  9806,-19796,  2538, -1211,-21449, 12290,  7985, -1113,1,0
       220,     54750, 10369,-19220,   989, -1211,-21656, 10986,  9528, -1113,1,0
       221,     55000, 10877,-18527,  -578, -1211,-21730,  9606, 11018, -1113,1,0
       222,     55250, 11326,-17720, -2154, -1211,-21669,  8156, 12447, -1113,1,0
       223,     55500, 11713,-16804, -3728, -1211,-21473,  6647, 13804, -1113,1,0
       224,     55750, 12035,-15785, -5292, -1211,-21144,  5088, 15080, -1113,1,0
       225,     56000, 12290,-14668, -6834, -1211,-20681,  3487, 16269, -1113,1,0
       226,     56250, 12476,-13460, -8346, -1211,-20088,  1855, 17360, -1113,1,0
       227,     56500, 12592,-12167, -9817, -1211,-19367,   201, 18348, -1113,1,0
       228,     56750, 12636,-10798,-11239, -1211,-18522, -1464, 19226, -1113,1,0
       229,     57000, 12609, -9360,-12602, -1211,-17559, -3130, 19987, -1113,1,0
       230,     57250, 12508, -7862,-13897, -1211,-16482, -4786, 20627, -1113,1,0
       231,     57500, 12336, -6314,-15117, -1211,-15297, -6422, 21140, -1113,1,0
       232,     57750, 12093, -4724,-16253, -1211,-14012, -8029, 21524, -1113,1,0
       233,     58000, 11780, -3103,-17297, -1211,-12635, -9594, 21774, -1113,1,0
       234,     58250, 11398, -1460,-18244, -1211,-11172,-11110, 21889, -1113,1,0
       235,     58500, 10950,   194,-19086, -1211, -9633,-12565, 21868, -1113,1,0
       236,     58750, 10438,  1850,-19818, -1211, -8028,-13951, 21709, -1113,1,0
       237,     59000,  9865,  3497,-20434, -1211, -6365,-15259, 21414, -1113,1,0
       238,     59250,  9234,  5125,-20931, -1211, -4655,-16480, 20983, -1113,1,0
       239,     59500,  8549,  6723,-21305, -1211, -2909,-17606, 20419, -1113,1,0
       240,     59750,  7815,  8281,-21552, -1211, -1137,-18630, 19725, -1113,1,0
       241,     60000,  7035,  9790,-21672, -1211,   650,-19545, 18903, -1113,1,0
       242,     60250,  6214, 11240,-21662, -1211,  2441,-20345, 17960, -1113,1,0
       243,     60500,  5356, 12622,-21522, -1211,  4224,-21023, 16900, -1113,1,0
       244,     60750,  4468, 13927,-21253, -1211,  5989,-21577, 15729, -1113,1,0
       245,     61000,  3555, 15146,-20855, -1211,  7724,-22001, 14454, -1113,1,0
       246,     61250,  2622, 16271,-20330, -1211,  9419,-22292, 13083, -1113,1,0
       247,     61500,  1674, 17296,-19682, -1211, 11063,-22448, 11624, -1113,1,0
       248,     61750,   718, 18212,-18914, -1211, 12646,-22467, 10085, -1113,1,0
       249,     62000,  -240, 19015,-18029, -1211, 14156,-22350,  8475, -1113,1,0
       250,     62250, -1194, 19699,-17034, -1211, 15585,-22095,  6806, -1113,1,0
       251,     62500, -2139, 20258,-15933, -1211, 16923,-21704,  5086, -1113,1,0
       252,     62750, -3069, 20690,-14733, -1211, 18162,-21179,  3325, -1113,1,0
       253,     63000, -3977, 20990,-13442, -1211, 19294,-20522,  1536, -1113,1,0
       254,     63250, -4859, 21157,-12067, -1211, 20310,-19738,  -271, -1113,1,0
       255,     63500, -5708, 21188,-10616, -1211, 21205,-18830, -2085, -1113,1,0
       256,     63750, -6518, 21084, -9098, -1211, 21972,-17803, -3895, -1113,1,0
       257,     64000, -7286, 20844, -7522, -1211, 22606,-16664, -5689, -1113,1,0
       258,     64250, -8006, 20469, -5898, -1211, 23103,-15420, -7457, -1113,1,0
       259,     64500, -8673, 19961, -4235, -1211, 23458,-14076, -9186, -1113,1,0
       260,     64750, -9282, 19323, -2544, -1211, 23669,-12643,-10867, -1113,1,0
       261,     65000, -9831, 18558,  -835, -1211, 23735,-11127,-12488, -1113,1,0
       262,     65250,-10315, 17671,   881, -1211, 23653, -9538,-14039, -1113,1,0
       263,     65500,-10731, 16666,  2593, -1211, 23425, -7887,-15511, -1113,1,0
       264,     65750,-11076, 15550,  4292, -1211, 23052, -6182,-16893, -1113,1,0
       265,     66000,-11348, 14328,  5966, -1211, 22533, -4434,-18178, -1113,1,0
       266,     66250,-11544, 13008,  7605, -1211, 21874, -2654,-19356, -1113,1,0
       267,     66500,-11664, 11599,  9199, -1211, 21077,  -853,-20419, -1113,1,0
       268,     66750,-11707, 10108, 10737, -1211, 20146,   958,-21362, -1113,1,0
       269,     67000,-11671,  8544, 12210, -1211, 19087,  2768,-22177, -1113,1,0
       270,     67250,-11557,  6916, 13608, -1211, 17906,  4565,-22859, -1113,1,0
       271,     67500,-11365,  5236, 14923, -1211, 16610,  6339,-23404, -1113,1,0
       272,     67750,-11096,  3512, 16145, -1211, 15206,  8077,-23807, -1113,1,0
       273,     68000,-10751,  1756, 17268, -1211, 13704,  9771,-24065, -1113,1,0
       274,     68250,-10333,   -21, 18284, -1211, 12111, 11407,-24176, -1113,1,0
       275,     68500, -9844, -1810, 19185, -1211, 10438, 12977,-24140, -1113,1,0
       276,     68750, -9286, -3598, 19967, -1211,  8695, 14471,-23956, -1113,1,0
       277,     69000, -8663, -5375, 20623, -1211,  6891, 15877,-23623, -1113,1,0
       278,     69250, -7978, -7129, 21150, -1211,  5039, 17189,-23145, -1113,1,0
       279,     69500, -7236, -8850, 21544, -1211,  3149, 18397,-22524, -1113,1,0
       280,     69750, -6440,-10527, 21801, -1211,  1234, 19493,-21762, -1113,1,0
       281,     70000, -5597,-12148, 21920, -1211,  -696, 20470,-20864, -1113,1,0
       282,     70250, -4709,-13705, 21900, -1211, -2628, 21322,-19836, -1113,1,0
       283,     70500, -3784,-15187, 21740, -1211, -4549, 22044,-18683, -1113,1,0
       284,     70750, -2827,-16585, 21440, -1211, -6449, 22629,-17412, -1113,1,0
       285,     71000, -1843,-17889, 21003, -1211, -8316, 23074,-16030, -1113,1,0
       286,     71250,  -838,-19091, 20430, -1211,-10137, 23376,-14546, -1113,1,0
       287,     71500,   180,-20184, 19724, -1211,-11901, 23532,-12968, -1113,1,0
       288,     71750,  1207,-21161, 18891, -1211,-13597, 23542,-11307, -1113,1,0
       289,     72000,  2235,-22014, 17933, -1211,-15214, 23404, -9572, -1113,1,0
       290,     72250,  3259,-22739, 16857, -1211,-16742, 23119, -7773, -1113,1,0
       291,     72500,  4272,-23330, 15670, -1211,-18171, 22688, -5922, -1113,1,0
       292,     72750,  5267,-23784, 14378, -1211,-19493, 22113, -4030, -1113,1,0
       293,     73000,  6239,-24096, 12988, -1211,-20698, 21398, -2109, -1113,1,0
       294,     73250,  7181,-24266, 11510, -1211,-21778, 20547,  -170, -1113,1,0
       295,     73500,  8087,-24290,  9952, -1211,-22727, 19564,  1774, -1113,1,0
       296,     73750,  8952,-24170,  8323, -1211,-23539, 18455,  3713, -1113,1,0
       297,     74000,  9770,-23904,  6634, -1211,-24207, 17227,  5632, -1113,1,0
       298,     74250, 10536,-23494,  4894, -1211,-24727, 15887,  7521, -1113,1,0
       299,     74500, 11245,-22943,  3115, -1211,-25096, 14443,  9368, -1113,1,0
       300,     74750, 11893,-22253,  1307, -1211,-25311, 12903, 11161, -1113,1,0
       301,     75000, 12475,-21429,  -518, -1211,-25370, 11277, 12889, -1113,1,0
       302,     75250, 12987,-20474, -2350, -1211,-25272,  9575, 14541, -1113,1,0
       303,     75500, 13426,-19395, -4177, -1211,-25017,  7806, 16106, -1113,1,0
       304,     75750, 13790,-18198, -5988, -1211,-24608,  5983, 17575, -1113,1,0
       305,     76000, 14076,-16889, -7770, -1211,-24044,  4115, 18937, -1113,1,0
       306,     76250, 14281,-15477, -9515, -1211,-23331,  2215, 20186, -1113,1,0
       307,     76500, 14404,-13971,-11209, -1211,-22471,   294, 21311, -1113,1,0
       308,     76750, 14445,-12379,-12843, -1211,-21469, -1636, 22307, -1113,1,0
       309,     77000, 14402,-10710,-14407, -1211,-20332, -3564, 23166, -1113,1,0
       310,     77250, 14276, -8976,-15890, -1211,-19066, -5476, 23882, -1113,1,0
       311,     77500, 14068, -7186,-17283, -1211,-17679, -7362, 24452, -1113,1,0
       312,     77750, 13778, -5352,-18578, -1211,-16179, -9209, 24870, -1113,1,0
       313,     78000, 13408, -3484,-19765, -1211,-14574,-11006, 25135, -1113,1,0
       314,     78250, 12960, -1595,-20838, -1211,-12875,-12742, 25243, -1113,1,0
       315,     78500, 12437,   304,-21789, -1211,-11092,-14405, 25194, -1113,1,0
       316,     78750, 11841,  2202,-22613, -1211, -9235,-15986, 24988, -1113,1,0
       317,     79000, 11177,  4086,-23303, -1211, -7317,-17473, 24626, -1113,1,0
       318,     79250, 10448,  5945,-23855, -1211, -5348,-18859, 24109, -1113,1,0
       319,     79500,  9658,  7767,-24266, -1211, -3341,-20133, 23439, -1113,1,0
       320,     79750,  8812,  9542,-24532, -1211, -1308,-21288, 22622, -1113,1,0
       321,     80000,  7916, 11257,-24651, -1211,   738,-22316, 21662, -1113,1,0
       322,     80250,  6975, 12902,-24623, -1211,  2785,-23211, 20564, -1113,1,0
       323,     80500,  5994, 14467,-24446, -1211,  4821,-23966, 19334, -1113,1,0
       324,     80750,  4980, 15941,-24123, -1211,  6831,-24577, 17981, -1113,1,0
       325,     81000,  3938, 17316,-23654, -1211,  8804,-25039, 16511, -1113,1,0
       326,     81250,  2875, 18583,-23042, -1211, 10728,-25350, 14934, -1113,1,0
       327,     81500,  1798, 19733,-22291, -1211, 12590,-25506, 13260, -1113,1,0
